,cha,con,dex,int,result,str,wis
2216,9.0,20.0,10.0,7.0,succeed,12.0,7.0
2217,18.0,12.0,3.0,18.0,succeed,8.0,9.0
2218,9.0,13.0,13.0,4.0,succeed,8.0,13.0
2219,13.0,10.0,16.0,8.0,fail,9.0,5.0
2220,16.0,8.0,10.0,11.0,succeed,16.0,13.0
2221,11.0,16.0,7.0,12.0,succeed,11.0,13.0
2222,17.0,6.0,16.0,12.0,succeed,15.0,11.0
2223,10.0,5.0,14.0,15.0,succeed,13.0,15.0
2224,6.0,10.0,9.0,16.0,fail,11.0,10.0
2225,5.0,17.0,14.0,12.0,fail,8.0,10.0
2226,9.0,11.0,16.0,5.0,fail,12.0,11.0
2227,8.0,7.0,11.0,7.0,fail,18.0,13.0
2228,11.0,12.0,16.0,10.0,succeed,12.0,15.0
2229,12.0,8.0,16.0,12.0,succeed,17.0,14.0
2230,9.0,10.0,7.0,9.0,succeed,11.0,20.0
2231,13.0,19.0,13.0,16.0,fail,11.0,3.0
2232,11.0,16.0,14.0,5.0,fail,6.0,8.0
2233,13.0,11.0,14.0,8.0,succeed,11.0,9.0
2234,15.0,16.0,10.0,17.0,succeed,17.0,10.0
2235,15.0,13.0,15.0,14.0,succeed,4.0,6.0
2236,13.0,18.0,11.0,9.0,succeed,13.0,11.0
2237,12.0,17.0,17.0,10.0,fail,7.0,10.0
2238,13.0,12.0,13.0,15.0,fail,14.0,9.0
2239,11.0,14.0,9.0,13.0,fail,10.0,5.0
2240,13.0,13.0,13.0,13.0,fail,7.0,11.0
2241,10.0,6.0,12.0,17.0,succeed,12.0,14.0
2242,10.0,14.0,7.0,19.0,fail,7.0,11.0
2243,17.0,19.0,16.0,17.0,succeed,7.0,2.0
2244,12.0,11.0,13.0,10.0,fail,3.0,14.0
2245,11.0,10.0,13.0,14.0,fail,9.0,6.0
2246,11.0,8.0,18.0,10.0,fail,12.0,15.0
2247,15.0,19.0,20.0,7.0,succeed,15.0,15.0
2248,12.0,9.0,5.0,16.0,succeed,10.0,12.0
2249,12.0,14.0,15.0,13.0,succeed,10.0,5.0
2250,10.0,15.0,5.0,18.0,succeed,11.0,12.0
2251,13.0,13.0,11.0,9.0,succeed,13.0,14.0
2252,13.0,15.0,13.0,4.0,fail,15.0,9.0
2253,4.0,13.0,9.0,7.0,succeed,20.0,12.0
2254,15.0,10.0,7.0,10.0,fail,7.0,14.0
2255,7.0,15.0,8.0,13.0,succeed,18.0,6.0
2256,6.0,7.0,16.0,14.0,fail,19.0,5.0
2257,13.0,20.0,10.0,15.0,succeed,17.0,11.0
2258,18.0,14.0,9.0,7.0,succeed,4.0,18.0
2259,11.0,10.0,12.0,7.0,succeed,11.0,18.0
2260,13.0,11.0,14.0,10.0,succeed,20.0,16.0
2261,13.0,11.0,12.0,11.0,succeed,10.0,14.0
2262,15.0,13.0,11.0,15.0,fail,5.0,11.0
2263,3.0,9.0,14.0,14.0,fail,18.0,8.0
2264,13.0,11.0,9.0,19.0,fail,7.0,9.0
2265,10.0,10.0,11.0,19.0,succeed,11.0,8.0
2266,15.0,7.0,15.0,11.0,fail,12.0,5.0
2267,13.0,10.0,9.0,10.0,succeed,14.0,14.0
2268,15.0,5.0,11.0,16.0,succeed,9.0,8.0
2269,18.0,8.0,11.0,12.0,succeed,10.0,14.0
2270,16.0,17.0,6.0,14.0,succeed,13.0,18.0
2271,11.0,14.0,12.0,15.0,succeed,8.0,14.0
2272,18.0,12.0,17.0,2.0,fail,8.0,5.0
2273,4.0,18.0,11.0,7.0,fail,16.0,18.0
2274,11.0,7.0,10.0,12.0,succeed,17.0,12.0
2275,7.0,10.0,10.0,10.0,fail,15.0,8.0
2276,17.0,12.0,13.0,13.0,succeed,2.0,17.0
2277,10.0,15.0,8.0,12.0,succeed,12.0,15.0
2278,10.0,8.0,19.0,8.0,fail,10.0,12.0
2279,9.0,16.0,6.0,11.0,succeed,13.0,15.0
2280,15.0,9.0,11.0,10.0,fail,13.0,6.0
2281,9.0,14.0,19.0,15.0,succeed,8.0,17.0
2282,8.0,9.0,10.0,20.0,succeed,19.0,11.0
2283,13.0,12.0,5.0,10.0,fail,13.0,7.0
2284,8.0,10.0,8.0,15.0,succeed,11.0,11.0
2285,14.0,6.0,5.0,14.0,fail,20.0,14.0
2286,6.0,10.0,8.0,10.0,succeed,19.0,13.0
2287,13.0,6.0,9.0,12.0,fail,13.0,15.0
2288,10.0,9.0,15.0,9.0,succeed,9.0,13.0
2289,13.0,9.0,7.0,15.0,succeed,11.0,13.0
2290,12.0,7.0,12.0,11.0,succeed,10.0,9.0
2291,11.0,15.0,11.0,11.0,succeed,12.0,6.0
2292,14.0,11.0,15.0,15.0,succeed,9.0,9.0
2293,10.0,19.0,15.0,5.0,succeed,5.0,12.0
2294,2.0,8.0,15.0,14.0,succeed,16.0,12.0
2295,9.0,14.0,8.0,13.0,succeed,15.0,10.0
2296,14.0,11.0,12.0,8.0,succeed,14.0,13.0
2297,10.0,12.0,4.0,14.0,fail,8.0,12.0
2298,20.0,4.0,12.0,10.0,succeed,9.0,14.0
2299,12.0,18.0,12.0,16.0,fail,16.0,11.0
2300,11.0,12.0,18.0,6.0,fail,5.0,19.0
2301,18.0,20.0,5.0,10.0,succeed,10.0,8.0
2302,7.0,18.0,11.0,13.0,succeed,8.0,12.0
2303,11.0,12.0,13.0,11.0,fail,7.0,18.0
2304,11.0,12.0,8.0,19.0,succeed,11.0,7.0
2305,11.0,11.0,15.0,12.0,succeed,13.0,17.0
2306,13.0,16.0,16.0,12.0,succeed,15.0,10.0
2307,12.0,14.0,13.0,15.0,fail,9.0,12.0
2308,9.0,10.0,15.0,16.0,succeed,5.0,12.0
2309,17.0,11.0,10.0,16.0,succeed,16.0,7.0
2310,9.0,10.0,18.0,10.0,succeed,14.0,13.0
2311,9.0,9.0,14.0,14.0,fail,14.0,2.0
2312,19.0,7.0,5.0,10.0,succeed,13.0,10.0
2313,20.0,16.0,12.0,6.0,succeed,11.0,11.0
2314,11.0,11.0,11.0,19.0,succeed,6.0,8.0
2315,8.0,16.0,11.0,14.0,succeed,5.0,11.0
2316,18.0,7.0,18.0,15.0,succeed,20.0,13.0
2317,10.0,5.0,10.0,13.0,succeed,16.0,13.0
2318,11.0,14.0,6.0,15.0,fail,6.0,14.0
2319,7.0,10.0,14.0,11.0,fail,7.0,16.0
2320,5.0,13.0,4.0,11.0,succeed,19.0,12.0
2321,6.0,13.0,14.0,8.0,succeed,8.0,12.0
2322,8.0,9.0,13.0,9.0,succeed,8.0,17.0
2323,18.0,13.0,8.0,7.0,succeed,13.0,14.0
2324,9.0,13.0,18.0,16.0,fail,11.0,5.0
2325,13.0,10.0,14.0,10.0,succeed,3.0,16.0
2326,8.0,18.0,3.0,11.0,succeed,9.0,13.0
2327,17.0,5.0,15.0,11.0,succeed,9.0,12.0
2328,15.0,18.0,8.0,14.0,succeed,12.0,15.0
2329,2.0,10.0,13.0,9.0,fail,15.0,11.0
2330,12.0,4.0,15.0,10.0,succeed,16.0,20.0
2331,16.0,12.0,11.0,5.0,succeed,13.0,6.0
2332,17.0,15.0,13.0,11.0,succeed,8.0,14.0
2333,8.0,13.0,12.0,5.0,succeed,14.0,20.0
2334,14.0,13.0,5.0,9.0,succeed,10.0,13.0
2335,8.0,12.0,10.0,9.0,succeed,10.0,15.0
2336,9.0,15.0,14.0,5.0,succeed,18.0,4.0
2337,20.0,10.0,10.0,19.0,succeed,13.0,17.0
2338,18.0,11.0,6.0,2.0,succeed,13.0,13.0
2339,16.0,13.0,17.0,16.0,succeed,13.0,8.0
2340,15.0,15.0,3.0,8.0,succeed,13.0,12.0
2341,15.0,12.0,14.0,11.0,succeed,15.0,6.0
2342,9.0,11.0,5.0,13.0,succeed,13.0,10.0
2343,10.0,16.0,5.0,14.0,succeed,13.0,8.0
2344,12.0,17.0,9.0,13.0,succeed,11.0,5.0
2345,7.0,12.0,15.0,12.0,succeed,10.0,9.0
2346,12.0,3.0,17.0,18.0,succeed,15.0,8.0
2347,4.0,16.0,5.0,18.0,succeed,14.0,5.0
2348,5.0,16.0,12.0,14.0,fail,12.0,13.0
2349,9.0,10.0,11.0,10.0,fail,11.0,13.0
2350,13.0,18.0,7.0,12.0,succeed,13.0,12.0
2351,18.0,14.0,20.0,12.0,succeed,15.0,12.0
2352,8.0,10.0,11.0,8.0,succeed,19.0,19.0
2353,16.0,9.0,13.0,17.0,succeed,13.0,7.0
2354,19.0,9.0,8.0,4.0,fail,11.0,15.0
2355,17.0,16.0,3.0,17.0,succeed,10.0,4.0
2356,9.0,8.0,8.0,14.0,succeed,14.0,7.0
2357,12.0,12.0,9.0,5.0,succeed,13.0,13.0
2358,14.0,10.0,18.0,12.0,succeed,7.0,13.0
2359,13.0,15.0,4.0,5.0,succeed,14.0,12.0
2360,14.0,9.0,19.0,16.0,succeed,15.0,9.0
2361,17.0,7.0,12.0,11.0,succeed,18.0,10.0
2362,18.0,13.0,11.0,10.0,succeed,18.0,12.0
2363,13.0,12.0,7.0,19.0,succeed,8.0,14.0
2364,5.0,15.0,18.0,15.0,succeed,2.0,19.0
2365,10.0,11.0,15.0,10.0,succeed,13.0,17.0
2366,13.0,13.0,19.0,14.0,fail,7.0,12.0
2367,14.0,15.0,13.0,12.0,succeed,8.0,14.0
2368,13.0,4.0,15.0,15.0,succeed,7.0,13.0
2369,13.0,16.0,11.0,13.0,succeed,11.0,11.0
2370,16.0,18.0,19.0,9.0,succeed,13.0,15.0
2371,17.0,19.0,15.0,9.0,succeed,9.0,4.0
2372,14.0,8.0,16.0,16.0,succeed,7.0,11.0
2373,9.0,20.0,15.0,9.0,succeed,9.0,5.0
2374,15.0,11.0,11.0,17.0,succeed,10.0,7.0
2375,12.0,18.0,13.0,11.0,succeed,12.0,10.0
2376,19.0,16.0,8.0,10.0,succeed,8.0,12.0
2377,15.0,5.0,11.0,12.0,fail,11.0,12.0
2378,17.0,3.0,12.0,19.0,fail,10.0,11.0
2379,9.0,10.0,13.0,7.0,succeed,8.0,14.0
2380,18.0,13.0,13.0,7.0,succeed,2.0,18.0
2381,12.0,8.0,16.0,10.0,succeed,12.0,13.0
2382,13.0,14.0,12.0,15.0,succeed,10.0,10.0
2383,8.0,11.0,7.0,15.0,succeed,13.0,12.0
2384,5.0,14.0,6.0,11.0,fail,11.0,16.0
2385,16.0,9.0,12.0,11.0,succeed,16.0,15.0
2386,8.0,11.0,13.0,13.0,succeed,11.0,16.0
2387,4.0,15.0,14.0,9.0,succeed,13.0,10.0
2388,10.0,9.0,11.0,12.0,fail,12.0,8.0
2389,11.0,10.0,13.0,13.0,succeed,10.0,10.0
2390,17.0,16.0,12.0,10.0,succeed,9.0,7.0
2391,13.0,13.0,11.0,12.0,fail,13.0,9.0
2392,12.0,12.0,15.0,8.0,succeed,9.0,15.0
2393,15.0,11.0,13.0,4.0,succeed,12.0,10.0
2394,18.0,8.0,15.0,8.0,fail,11.0,7.0
2395,8.0,8.0,13.0,3.0,succeed,15.0,19.0
2396,11.0,19.0,3.0,13.0,fail,4.0,19.0
2397,12.0,3.0,7.0,9.0,succeed,16.0,15.0
2398,5.0,14.0,12.0,12.0,succeed,12.0,12.0
2399,15.0,7.0,14.0,8.0,fail,9.0,15.0
2400,12.0,10.0,17.0,15.0,succeed,10.0,10.0
2401,7.0,15.0,13.0,10.0,succeed,11.0,9.0
2402,8.0,11.0,12.0,14.0,succeed,13.0,13.0
2403,5.0,13.0,13.0,17.0,succeed,9.0,19.0
2404,7.0,17.0,19.0,15.0,succeed,13.0,14.0
2405,18.0,5.0,3.0,18.0,succeed,10.0,12.0
2406,15.0,7.0,11.0,11.0,succeed,13.0,12.0
2407,15.0,5.0,14.0,11.0,fail,14.0,20.0
2408,9.0,11.0,7.0,9.0,succeed,17.0,15.0
2409,12.0,19.0,20.0,18.0,succeed,6.0,5.0
2410,10.0,12.0,12.0,19.0,succeed,14.0,16.0
2411,6.0,15.0,13.0,5.0,fail,7.0,15.0
2412,4.0,12.0,8.0,9.0,fail,16.0,14.0
2413,4.0,5.0,13.0,16.0,succeed,16.0,11.0
2414,18.0,10.0,10.0,12.0,succeed,9.0,11.0
2415,18.0,12.0,15.0,6.0,succeed,9.0,3.0
2416,16.0,16.0,11.0,6.0,fail,9.0,8.0
2417,13.0,16.0,13.0,14.0,fail,11.0,2.0
2418,19.0,10.0,9.0,16.0,succeed,15.0,19.0
2419,8.0,14.0,11.0,9.0,succeed,15.0,11.0
2420,4.0,12.0,7.0,11.0,succeed,16.0,13.0
2421,11.0,10.0,16.0,11.0,fail,10.0,10.0
2422,10.0,15.0,14.0,7.0,fail,10.0,6.0
2423,8.0,14.0,6.0,7.0,succeed,14.0,15.0
2424,12.0,12.0,20.0,13.0,succeed,15.0,16.0
2425,13.0,8.0,14.0,12.0,fail,6.0,9.0
2426,7.0,17.0,13.0,17.0,succeed,4.0,12.0
2427,5.0,16.0,9.0,9.0,succeed,12.0,14.0
2428,13.0,14.0,16.0,10.0,fail,8.0,7.0
2429,5.0,9.0,15.0,15.0,fail,16.0,9.0
2430,12.0,18.0,6.0,13.0,succeed,11.0,6.0
2431,17.0,18.0,3.0,3.0,fail,16.0,3.0
2432,13.0,11.0,11.0,8.0,succeed,8.0,9.0
2433,14.0,11.0,12.0,16.0,succeed,16.0,15.0
2434,12.0,9.0,13.0,10.0,fail,13.0,7.0
2435,5.0,13.0,16.0,12.0,fail,12.0,7.0
2436,19.0,14.0,6.0,11.0,succeed,13.0,14.0
2437,12.0,19.0,8.0,5.0,fail,20.0,5.0
2438,5.0,13.0,18.0,13.0,succeed,13.0,6.0
2439,12.0,6.0,10.0,4.0,fail,12.0,16.0
2440,11.0,16.0,13.0,12.0,fail,8.0,6.0
2441,10.0,10.0,7.0,12.0,succeed,11.0,15.0
2442,16.0,7.0,11.0,7.0,fail,15.0,9.0
2443,17.0,6.0,9.0,6.0,fail,11.0,15.0
2444,6.0,15.0,10.0,5.0,fail,16.0,9.0
2445,6.0,14.0,12.0,10.0,succeed,11.0,11.0
2446,13.0,13.0,7.0,14.0,succeed,13.0,20.0
2447,16.0,14.0,5.0,17.0,succeed,15.0,19.0
2448,11.0,4.0,10.0,13.0,succeed,19.0,14.0
2449,20.0,9.0,11.0,17.0,succeed,15.0,7.0
2450,10.0,7.0,12.0,16.0,fail,6.0,16.0
2451,5.0,15.0,11.0,16.0,succeed,9.0,10.0
2452,15.0,12.0,14.0,9.0,succeed,20.0,14.0
2453,9.0,5.0,11.0,14.0,succeed,16.0,15.0
2454,13.0,19.0,6.0,7.0,succeed,14.0,4.0
2455,15.0,17.0,9.0,7.0,fail,11.0,3.0
2456,3.0,7.0,11.0,12.0,fail,15.0,15.0
2457,6.0,8.0,11.0,12.0,succeed,15.0,15.0
2458,11.0,12.0,17.0,8.0,succeed,10.0,17.0
2459,14.0,5.0,12.0,13.0,fail,14.0,19.0
2460,16.0,8.0,13.0,9.0,fail,10.0,10.0
2461,10.0,8.0,16.0,10.0,fail,10.0,15.0
2462,14.0,18.0,10.0,6.0,fail,17.0,12.0
2463,12.0,9.0,13.0,7.0,succeed,10.0,18.0
2464,15.0,20.0,15.0,16.0,succeed,10.0,11.0
2465,9.0,16.0,10.0,15.0,fail,9.0,8.0
2466,11.0,17.0,14.0,5.0,succeed,8.0,10.0
2467,16.0,3.0,7.0,15.0,fail,11.0,13.0
2468,13.0,11.0,7.0,10.0,succeed,16.0,19.0
2469,18.0,17.0,10.0,7.0,succeed,11.0,8.0
2470,11.0,14.0,12.0,6.0,fail,15.0,9.0
2471,7.0,14.0,15.0,8.0,fail,16.0,10.0
2472,13.0,12.0,17.0,10.0,fail,15.0,15.0
2473,14.0,19.0,7.0,9.0,succeed,14.0,8.0
2474,7.0,13.0,13.0,9.0,fail,5.0,15.0
2475,20.0,13.0,18.0,10.0,succeed,11.0,8.0
2476,14.0,14.0,10.0,15.0,succeed,8.0,5.0
2477,9.0,15.0,13.0,13.0,fail,5.0,6.0
2478,15.0,13.0,3.0,9.0,succeed,16.0,15.0
2479,12.0,13.0,13.0,12.0,fail,7.0,10.0
2480,11.0,17.0,12.0,6.0,succeed,12.0,4.0
2481,8.0,10.0,16.0,3.0,succeed,7.0,17.0
2482,16.0,8.0,7.0,12.0,succeed,11.0,11.0
2483,12.0,15.0,13.0,9.0,fail,16.0,7.0
2484,19.0,3.0,15.0,12.0,fail,11.0,15.0
2485,12.0,13.0,14.0,16.0,succeed,5.0,15.0
2486,13.0,17.0,6.0,13.0,succeed,11.0,14.0
2487,4.0,15.0,6.0,10.0,fail,15.0,10.0
2488,15.0,18.0,12.0,4.0,fail,3.0,18.0
2489,16.0,11.0,9.0,9.0,succeed,15.0,9.0
2490,11.0,12.0,11.0,9.0,fail,15.0,10.0
2491,19.0,9.0,13.0,19.0,succeed,12.0,17.0
2492,18.0,16.0,11.0,2.0,succeed,11.0,18.0
2493,14.0,17.0,10.0,10.0,succeed,18.0,20.0
2494,8.0,13.0,16.0,2.0,succeed,16.0,13.0
2495,15.0,12.0,17.0,4.0,fail,13.0,18.0
2496,19.0,12.0,9.0,14.0,succeed,14.0,8.0
2497,7.0,9.0,10.0,15.0,succeed,17.0,8.0
2498,16.0,10.0,11.0,7.0,succeed,9.0,12.0
2499,13.0,16.0,9.0,12.0,succeed,19.0,8.0
2500,15.0,3.0,17.0,8.0,fail,9.0,9.0
2501,15.0,12.0,12.0,6.0,succeed,8.0,9.0
2502,12.0,10.0,12.0,10.0,succeed,9.0,11.0
2503,8.0,12.0,13.0,11.0,succeed,17.0,17.0
2504,14.0,9.0,16.0,8.0,fail,10.0,6.0
2505,11.0,9.0,2.0,11.0,succeed,13.0,18.0
2506,15.0,5.0,19.0,14.0,succeed,12.0,11.0
2507,15.0,16.0,7.0,18.0,succeed,17.0,13.0
2508,14.0,10.0,4.0,12.0,fail,14.0,11.0
2509,17.0,8.0,7.0,14.0,succeed,4.0,11.0
2510,19.0,14.0,9.0,18.0,succeed,12.0,8.0
2511,16.0,4.0,3.0,13.0,succeed,17.0,10.0
2512,19.0,17.0,15.0,12.0,succeed,18.0,16.0
2513,15.0,17.0,9.0,14.0,succeed,14.0,10.0
2514,6.0,12.0,9.0,7.0,fail,13.0,13.0
2515,16.0,10.0,15.0,12.0,fail,15.0,13.0
2516,8.0,16.0,11.0,16.0,succeed,19.0,7.0
2517,4.0,10.0,11.0,10.0,succeed,14.0,12.0
2518,10.0,8.0,10.0,14.0,succeed,16.0,10.0
2519,6.0,10.0,11.0,15.0,succeed,15.0,13.0
2520,5.0,14.0,14.0,7.0,fail,12.0,11.0
2521,15.0,7.0,12.0,6.0,succeed,14.0,15.0
2522,8.0,13.0,9.0,9.0,succeed,13.0,9.0
2523,13.0,17.0,4.0,10.0,succeed,12.0,11.0
2524,12.0,16.0,16.0,9.0,succeed,13.0,17.0
2525,6.0,16.0,16.0,15.0,fail,9.0,12.0
2526,12.0,5.0,10.0,13.0,succeed,17.0,10.0
2527,3.0,12.0,17.0,9.0,succeed,17.0,11.0
2528,13.0,15.0,14.0,11.0,succeed,9.0,11.0
2529,19.0,16.0,3.0,13.0,succeed,4.0,9.0
2530,17.0,5.0,12.0,17.0,succeed,13.0,7.0
2531,10.0,11.0,13.0,11.0,fail,8.0,7.0
2532,17.0,11.0,15.0,9.0,succeed,8.0,15.0
2533,15.0,8.0,9.0,13.0,succeed,17.0,8.0
2534,19.0,11.0,18.0,16.0,succeed,16.0,11.0
2535,8.0,13.0,9.0,14.0,fail,17.0,10.0
2536,13.0,17.0,10.0,10.0,fail,11.0,6.0
2537,11.0,12.0,17.0,9.0,fail,8.0,11.0
2538,9.0,6.0,17.0,12.0,fail,10.0,9.0
2539,6.0,13.0,9.0,13.0,fail,18.0,7.0
2540,7.0,4.0,10.0,13.0,succeed,17.0,20.0
2541,8.0,12.0,11.0,11.0,succeed,14.0,10.0
2542,18.0,10.0,20.0,7.0,succeed,9.0,14.0
2543,15.0,8.0,8.0,16.0,succeed,11.0,18.0
2544,16.0,18.0,10.0,12.0,succeed,7.0,8.0
2545,3.0,13.0,11.0,13.0,fail,12.0,17.0
2546,11.0,13.0,9.0,13.0,succeed,17.0,10.0
2547,12.0,15.0,12.0,9.0,succeed,8.0,13.0
2548,7.0,7.0,9.0,18.0,succeed,8.0,14.0
2549,9.0,20.0,2.0,19.0,succeed,14.0,6.0
2550,10.0,14.0,14.0,5.0,succeed,13.0,17.0
2551,13.0,6.0,16.0,15.0,fail,13.0,14.0
2552,11.0,15.0,10.0,5.0,fail,16.0,7.0
2553,17.0,7.0,14.0,16.0,fail,9.0,10.0
2554,11.0,7.0,15.0,10.0,succeed,19.0,11.0
2555,13.0,16.0,8.0,10.0,succeed,15.0,20.0
2556,7.0,17.0,15.0,13.0,succeed,12.0,20.0
2557,14.0,10.0,12.0,7.0,succeed,17.0,19.0
2558,16.0,9.0,10.0,4.0,succeed,12.0,11.0
2559,8.0,15.0,8.0,14.0,succeed,13.0,10.0
2560,10.0,9.0,10.0,9.0,succeed,11.0,18.0
2561,9.0,12.0,7.0,14.0,succeed,12.0,16.0
2562,8.0,17.0,17.0,17.0,succeed,8.0,15.0
2563,11.0,16.0,13.0,8.0,fail,7.0,15.0
2564,8.0,19.0,16.0,9.0,succeed,8.0,16.0
2565,20.0,10.0,8.0,10.0,fail,10.0,3.0
2566,11.0,15.0,10.0,4.0,succeed,13.0,16.0
2567,13.0,9.0,17.0,14.0,fail,10.0,19.0
2568,19.0,16.0,14.0,12.0,fail,7.0,11.0
2569,11.0,16.0,10.0,11.0,succeed,7.0,9.0
2570,5.0,18.0,6.0,14.0,succeed,9.0,15.0
2571,15.0,13.0,11.0,7.0,succeed,7.0,11.0
2572,11.0,11.0,12.0,17.0,succeed,6.0,12.0
2573,15.0,7.0,12.0,15.0,fail,15.0,7.0
2574,3.0,10.0,18.0,12.0,fail,13.0,11.0
2575,12.0,13.0,14.0,7.0,fail,14.0,12.0
2576,12.0,8.0,11.0,10.0,fail,10.0,12.0
2577,9.0,13.0,15.0,12.0,fail,9.0,5.0
2578,12.0,12.0,8.0,11.0,succeed,12.0,11.0
2579,11.0,15.0,15.0,14.0,fail,5.0,5.0
2580,9.0,14.0,13.0,10.0,succeed,13.0,16.0
2581,17.0,11.0,18.0,17.0,succeed,6.0,15.0
2582,3.0,11.0,9.0,14.0,succeed,13.0,12.0
2583,11.0,19.0,6.0,10.0,succeed,13.0,14.0
2584,10.0,6.0,16.0,12.0,fail,10.0,10.0
2585,16.0,14.0,14.0,15.0,succeed,15.0,13.0
2586,15.0,11.0,8.0,11.0,succeed,7.0,14.0
2587,15.0,8.0,10.0,12.0,succeed,13.0,8.0
2588,12.0,10.0,18.0,11.0,succeed,9.0,11.0
2589,10.0,18.0,8.0,10.0,succeed,20.0,13.0
2590,13.0,8.0,13.0,10.0,succeed,7.0,15.0
2591,16.0,17.0,14.0,4.0,succeed,12.0,16.0
2592,16.0,18.0,10.0,17.0,fail,8.0,6.0
2593,5.0,13.0,18.0,8.0,succeed,19.0,13.0
2594,17.0,9.0,9.0,7.0,succeed,14.0,12.0
2595,12.0,16.0,15.0,18.0,succeed,7.0,9.0
2596,9.0,12.0,9.0,19.0,succeed,15.0,15.0
2597,11.0,15.0,8.0,9.0,succeed,17.0,11.0
2598,11.0,16.0,14.0,13.0,succeed,9.0,14.0
2599,11.0,15.0,12.0,10.0,succeed,10.0,16.0
2600,19.0,13.0,5.0,16.0,succeed,8.0,17.0
2601,8.0,13.0,11.0,9.0,succeed,17.0,9.0
2602,10.0,5.0,13.0,16.0,succeed,13.0,10.0
2603,7.0,14.0,11.0,17.0,succeed,16.0,8.0
2604,11.0,13.0,15.0,6.0,fail,14.0,11.0
2605,16.0,12.0,14.0,16.0,succeed,18.0,13.0
2606,11.0,16.0,3.0,12.0,succeed,16.0,19.0
2607,17.0,7.0,17.0,6.0,succeed,7.0,11.0
2608,12.0,11.0,8.0,15.0,succeed,4.0,10.0
2609,13.0,15.0,17.0,9.0,fail,5.0,10.0
2610,18.0,11.0,16.0,18.0,succeed,5.0,9.0
2611,16.0,3.0,10.0,16.0,fail,13.0,7.0
2612,7.0,18.0,11.0,13.0,succeed,17.0,7.0
2613,10.0,10.0,12.0,9.0,fail,11.0,12.0
2614,13.0,11.0,11.0,18.0,succeed,14.0,14.0
2615,6.0,11.0,12.0,14.0,succeed,8.0,16.0
2616,14.0,14.0,11.0,12.0,succeed,20.0,12.0
2617,6.0,9.0,12.0,18.0,succeed,13.0,12.0
2618,13.0,6.0,9.0,19.0,succeed,8.0,8.0
2619,15.0,2.0,15.0,11.0,succeed,12.0,13.0
2620,6.0,16.0,12.0,6.0,succeed,10.0,19.0
2621,8.0,5.0,18.0,11.0,fail,13.0,16.0
2622,14.0,7.0,17.0,8.0,succeed,20.0,16.0
2623,12.0,11.0,8.0,10.0,succeed,16.0,5.0
2624,5.0,13.0,11.0,11.0,fail,10.0,19.0
2625,14.0,9.0,15.0,14.0,succeed,5.0,15.0
2626,14.0,11.0,5.0,12.0,succeed,13.0,7.0
2627,14.0,3.0,12.0,12.0,succeed,8.0,16.0
2628,10.0,16.0,19.0,8.0,fail,9.0,8.0
2629,9.0,17.0,9.0,16.0,fail,7.0,9.0
2630,10.0,12.0,10.0,14.0,fail,18.0,3.0
2631,7.0,11.0,11.0,15.0,succeed,17.0,18.0
2632,16.0,14.0,5.0,12.0,succeed,11.0,15.0
2633,3.0,11.0,11.0,13.0,succeed,13.0,13.0
2634,10.0,8.0,18.0,4.0,fail,16.0,6.0
2635,15.0,10.0,12.0,8.0,succeed,11.0,15.0
2636,11.0,13.0,15.0,2.0,fail,14.0,7.0
2637,18.0,9.0,17.0,8.0,succeed,17.0,6.0
2638,10.0,9.0,13.0,15.0,fail,3.0,12.0
2639,17.0,7.0,12.0,9.0,succeed,11.0,11.0
2640,8.0,11.0,6.0,15.0,succeed,17.0,8.0
2641,13.0,9.0,10.0,10.0,fail,7.0,15.0
2642,6.0,15.0,17.0,13.0,succeed,16.0,10.0
2643,14.0,14.0,14.0,12.0,succeed,3.0,18.0
2644,12.0,16.0,8.0,9.0,succeed,18.0,16.0
2645,9.0,14.0,12.0,11.0,fail,6.0,9.0
2646,10.0,17.0,5.0,10.0,fail,18.0,6.0
2647,5.0,9.0,12.0,17.0,succeed,12.0,14.0
2648,16.0,8.0,12.0,14.0,fail,11.0,11.0
2649,10.0,11.0,11.0,12.0,succeed,12.0,10.0
2650,15.0,15.0,15.0,4.0,succeed,9.0,8.0
2651,15.0,10.0,7.0,14.0,succeed,7.0,12.0
2652,14.0,12.0,14.0,17.0,fail,14.0,8.0
2653,8.0,7.0,13.0,13.0,fail,14.0,12.0
2654,19.0,5.0,19.0,10.0,fail,10.0,6.0
2655,7.0,13.0,14.0,12.0,succeed,13.0,9.0
2656,9.0,9.0,11.0,10.0,succeed,10.0,17.0
2657,15.0,10.0,11.0,3.0,fail,11.0,11.0
2658,13.0,16.0,7.0,10.0,succeed,8.0,9.0
2659,9.0,12.0,10.0,11.0,succeed,9.0,9.0
2660,17.0,5.0,9.0,10.0,succeed,7.0,18.0
2661,14.0,17.0,9.0,14.0,succeed,12.0,10.0
2662,10.0,17.0,7.0,12.0,succeed,19.0,16.0
2663,10.0,17.0,5.0,11.0,fail,14.0,3.0
2664,6.0,10.0,7.0,9.0,succeed,17.0,18.0
2665,12.0,11.0,13.0,7.0,succeed,15.0,9.0
2666,17.0,6.0,8.0,15.0,succeed,11.0,15.0
2667,10.0,16.0,15.0,12.0,succeed,9.0,15.0
2668,8.0,17.0,15.0,16.0,succeed,4.0,11.0
2669,17.0,13.0,14.0,10.0,fail,6.0,13.0
2670,15.0,10.0,7.0,12.0,succeed,14.0,14.0
