,cha,con,dex,int,str,wis,result
2442,16,7,11,7,15,9,fail
2443,17,6,9,6,11,15,fail
2444,6,15,10,5,16,9,fail
2445,6,14,12,10,11,11,succeed
2446,13,13,7,14,13,20,succeed
2447,16,14,5,17,15,19,succeed
2448,11,4,10,13,19,14,succeed
2449,20,9,11,17,15,7,succeed
2450,10,7,12,16,6,16,fail
2451,5,15,11,16,9,10,succeed
2452,15,12,14,9,20,14,succeed
2453,9,5,11,14,16,15,succeed
2454,13,19,6,7,14,4,succeed
2455,15,17,9,7,11,3,fail
2456,3,7,11,12,15,15,fail
2457,6,8,11,12,15,15,succeed
2458,11,12,17,8,10,17,succeed
2459,14,5,12,13,14,19,fail
2460,16,8,13,9,10,10,fail
2461,10,8,16,10,10,15,fail
2462,14,18,10,6,17,12,fail
2463,12,9,13,7,10,18,succeed
2464,15,20,15,16,10,11,succeed
2465,9,16,10,15,9,8,fail
2466,11,17,14,5,8,10,succeed
2467,16,3,7,15,11,13,fail
2468,13,11,7,10,16,19,succeed
2469,18,17,10,7,11,8,succeed
2470,11,14,12,6,15,9,fail
2471,7,14,15,8,16,10,fail
2472,13,12,17,10,15,15,fail
2473,14,19,7,9,14,8,succeed
2474,7,13,13,9,5,15,fail
2475,20,13,18,10,11,8,succeed
2476,14,14,10,15,8,5,succeed
2477,9,15,13,13,5,6,fail
2478,15,13,3,9,16,15,succeed
2479,12,13,13,12,7,10,fail
2480,11,17,12,6,12,4,succeed
2481,8,10,16,3,7,17,succeed
2482,16,8,7,12,11,11,succeed
2483,12,15,13,9,16,7,fail
2484,19,3,15,12,11,15,fail
2485,12,13,14,16,5,15,succeed
2486,13,17,6,13,11,14,succeed
2487,4,15,6,10,15,10,fail
2488,15,18,12,4,3,18,fail
2489,16,11,9,9,15,9,succeed
2490,11,12,11,9,15,10,fail
2491,19,9,13,19,12,17,succeed
2492,18,16,11,2,11,18,succeed
2493,14,17,10,10,18,20,succeed
2494,8,13,16,2,16,13,succeed
2495,15,12,17,4,13,18,fail
2496,19,12,9,14,14,8,succeed
2497,7,9,10,15,17,8,succeed
2498,16,10,11,7,9,12,succeed
2499,13,16,9,12,19,8,succeed
2500,15,3,17,8,9,9,fail
2501,15,12,12,6,8,9,succeed
2502,12,10,12,10,9,11,succeed
2503,8,12,13,11,17,17,succeed
2504,14,9,16,8,10,6,fail
2505,11,9,2,11,13,18,succeed
2506,15,5,19,14,12,11,succeed
2507,15,16,7,18,17,13,succeed
2508,14,10,4,12,14,11,fail
2509,17,8,7,14,4,11,succeed
2510,19,14,9,18,12,8,succeed
2511,16,4,3,13,17,10,succeed
2512,19,17,15,12,18,16,succeed
2513,15,17,9,14,14,10,succeed
2514,6,12,9,7,13,13,fail
2515,16,10,15,12,15,13,fail
2516,8,16,11,16,19,7,succeed
2517,4,10,11,10,14,12,succeed
2518,10,8,10,14,16,10,succeed
2519,6,10,11,15,15,13,succeed
2520,5,14,14,7,12,11,fail
2521,15,7,12,6,14,15,succeed
2522,8,13,9,9,13,9,succeed
2523,13,17,4,10,12,11,succeed
2524,12,16,16,9,13,17,succeed
2525,6,16,16,15,9,12,fail
2526,12,5,10,13,17,10,succeed
2527,3,12,17,9,17,11,succeed
2528,13,15,14,11,9,11,succeed
2529,19,16,3,13,4,9,succeed
2530,17,5,12,17,13,7,succeed
2531,10,11,13,11,8,7,fail
2532,17,11,15,9,8,15,succeed
2533,15,8,9,13,17,8,succeed
2534,19,11,18,16,16,11,succeed
2535,8,13,9,14,17,10,fail
2536,13,17,10,10,11,6,fail
2537,11,12,17,9,8,11,fail
2538,9,6,17,12,10,9,fail
2539,6,13,9,13,18,7,fail
2540,7,4,10,13,17,20,succeed
2541,8,12,11,11,14,10,succeed
2542,18,10,20,7,9,14,succeed
2543,15,8,8,16,11,18,succeed
2544,16,18,10,12,7,8,succeed
2545,3,13,11,13,12,17,fail
2546,11,13,9,13,17,10,succeed
2547,12,15,12,9,8,13,succeed
2548,7,7,9,18,8,14,succeed
2549,9,20,2,19,14,6,succeed
2550,10,14,14,5,13,17,succeed
2551,13,6,16,15,13,14,fail
2552,11,15,10,5,16,7,fail
2553,17,7,14,16,9,10,fail
2554,11,7,15,10,19,11,succeed
2555,13,16,8,10,15,20,succeed
2556,7,17,15,13,12,20,succeed
2557,14,10,12,7,17,19,succeed
2558,16,9,10,4,12,11,succeed
2559,8,15,8,14,13,10,succeed
2560,10,9,10,9,11,18,succeed
2561,9,12,7,14,12,16,succeed
2562,8,17,17,17,8,15,succeed
2563,11,16,13,8,7,15,fail
2564,8,19,16,9,8,16,succeed
2565,20,10,8,10,10,3,fail
2566,11,15,10,4,13,16,succeed
2567,13,9,17,14,10,19,fail
2568,19,16,14,12,7,11,fail
2569,11,16,10,11,7,9,succeed
2570,5,18,6,14,9,15,succeed
2571,15,13,11,7,7,11,succeed
2572,11,11,12,17,6,12,succeed
2573,15,7,12,15,15,7,fail
2574,3,10,18,12,13,11,fail
2575,12,13,14,7,14,12,fail
2576,12,8,11,10,10,12,fail
2577,9,13,15,12,9,5,fail
2578,12,12,8,11,12,11,succeed
2579,11,15,15,14,5,5,fail
2580,9,14,13,10,13,16,succeed
2581,17,11,18,17,6,15,succeed
2582,3,11,9,14,13,12,succeed
2583,11,19,6,10,13,14,succeed
2584,10,6,16,12,10,10,fail
2585,16,14,14,15,15,13,succeed
2586,15,11,8,11,7,14,succeed
2587,15,8,10,12,13,8,succeed
2588,12,10,18,11,9,11,succeed
2589,10,18,8,10,20,13,succeed
2590,13,8,13,10,7,15,succeed
2591,16,17,14,4,12,16,succeed
2592,16,18,10,17,8,6,fail
2593,5,13,18,8,19,13,succeed
2594,17,9,9,7,14,12,succeed
2595,12,16,15,18,7,9,succeed
2596,9,12,9,19,15,15,succeed
2597,11,15,8,9,17,11,succeed
2598,11,16,14,13,9,14,succeed
2599,11,15,12,10,10,16,succeed
2600,19,13,5,16,8,17,succeed
2601,8,13,11,9,17,9,succeed
2602,10,5,13,16,13,10,succeed
2603,7,14,11,17,16,8,succeed
2604,11,13,15,6,14,11,fail
2605,16,12,14,16,18,13,succeed
2606,11,16,3,12,16,19,succeed
2607,17,7,17,6,7,11,succeed
2608,12,11,8,15,4,10,succeed
2609,13,15,17,9,5,10,fail
2610,18,11,16,18,5,9,succeed
2611,16,3,10,16,13,7,fail
2612,7,18,11,13,17,7,succeed
2613,10,10,12,9,11,12,fail
2614,13,11,11,18,14,14,succeed
2615,6,11,12,14,8,16,succeed
2616,14,14,11,12,20,12,succeed
2617,6,9,12,18,13,12,succeed
2618,13,6,9,19,8,8,succeed
2619,15,2,15,11,12,13,succeed
2620,6,16,12,6,10,19,succeed
2621,8,5,18,11,13,16,fail
2622,14,7,17,8,20,16,succeed
2623,12,11,8,10,16,5,succeed
2624,5,13,11,11,10,19,fail
2625,14,9,15,14,5,15,succeed
2626,14,11,5,12,13,7,succeed
2627,14,3,12,12,8,16,succeed
2628,10,16,19,8,9,8,fail
2629,9,17,9,16,7,9,fail
2630,10,12,10,14,18,3,fail
2631,7,11,11,15,17,18,succeed
2632,16,14,5,12,11,15,succeed
2633,3,11,11,13,13,13,succeed
2634,10,8,18,4,16,6,fail
2635,15,10,12,8,11,15,succeed
2636,11,13,15,2,14,7,fail
2637,18,9,17,8,17,6,succeed
2638,10,9,13,15,3,12,fail
2639,17,7,12,9,11,11,succeed
2640,8,11,6,15,17,8,succeed
2641,13,9,10,10,7,15,fail
2642,6,15,17,13,16,10,succeed
2643,14,14,14,12,3,18,succeed
2644,12,16,8,9,18,16,succeed
2645,9,14,12,11,6,9,fail
2646,10,17,5,10,18,6,fail
2647,5,9,12,17,12,14,succeed
2648,16,8,12,14,11,11,fail
2649,10,11,11,12,12,10,succeed
2650,15,15,15,4,9,8,succeed
2651,15,10,7,14,7,12,succeed
2652,14,12,14,17,14,8,fail
2653,8,7,13,13,14,12,fail
2654,19,5,19,10,10,6,fail
2655,7,13,14,12,13,9,succeed
2656,9,9,11,10,10,17,succeed
2657,15,10,11,3,11,11,fail
2658,13,16,7,10,8,9,succeed
2659,9,12,10,11,9,9,succeed
2660,17,5,9,10,7,18,succeed
2661,14,17,9,14,12,10,succeed
2662,10,17,7,12,19,16,succeed
2663,10,17,5,11,14,3,fail
2664,6,10,7,9,17,18,succeed
2665,12,11,13,7,15,9,succeed
2666,17,6,8,15,11,15,succeed
2667,10,16,15,12,9,15,succeed
2668,8,17,15,16,4,11,succeed
2669,17,13,14,10,6,13,fail
2670,15,10,7,12,14,14,succeed
2671,16,7,15,12,14,16,succeed
2672,9,16,19,9,10,14,succeed
2673,13,15,7,12,8,12,succeed
2674,16,11,7,15,6,14,succeed
2675,17,8,6,14,16,11,succeed
2676,15,10,16,10,8,10,succeed
2677,9,10,7,12,4,19,fail
2678,6,4,12,17,15,7,succeed
2679,11,10,12,12,14,13,succeed
2680,5,13,10,9,16,9,fail
2681,13,7,18,12,11,16,succeed
2682,5,19,9,14,9,14,fail
2683,11,9,7,15,11,13,fail
2684,9,14,13,5,11,16,fail
2685,10,10,13,13,11,13,succeed
2686,13,11,16,7,10,11,fail
2687,18,8,19,17,16,6,succeed
2688,16,14,15,12,9,5,fail
2689,16,10,3,18,8,16,succeed
2690,11,16,16,11,11,15,succeed
2691,4,12,16,7,13,16,fail
2692,10,15,11,12,13,6,fail
2693,5,11,15,8,10,11,fail
2694,10,18,9,12,8,10,fail
2695,11,10,12,10,16,5,succeed
2696,11,19,9,18,10,7,succeed
2697,17,17,16,10,7,7,succeed
2698,10,13,6,15,14,8,succeed
2699,15,8,18,8,10,11,fail
2700,14,9,13,11,14,16,succeed
2701,16,12,4,9,14,7,fail
2702,12,6,12,19,9,8,fail
2703,19,18,14,7,7,16,succeed
2704,8,10,14,12,11,7,fail
2705,11,13,10,18,17,19,succeed
2706,13,15,10,17,13,6,succeed
2707,18,13,14,9,12,10,succeed
2708,12,4,12,10,9,18,fail
2709,2,10,13,10,13,17,succeed
2710,13,15,11,17,11,18,succeed
2711,13,18,10,13,16,17,succeed
2712,14,9,11,13,10,15,succeed
2713,15,13,7,11,16,4,succeed
2714,15,10,8,5,15,16,succeed
2715,9,10,13,10,18,16,succeed
2716,14,19,11,15,5,15,succeed
2717,13,9,15,9,20,4,succeed
2718,9,12,10,15,8,16,succeed
2719,7,13,10,19,13,13,fail
2720,16,10,15,6,12,11,succeed
2721,13,9,17,17,15,12,succeed
2722,18,10,8,5,14,10,fail
2723,10,12,10,14,12,14,succeed
2724,19,7,7,14,8,10,succeed
2725,7,4,17,16,19,7,succeed
2726,13,5,5,5,20,14,succeed
2727,13,11,20,14,6,15,fail
2728,10,11,14,3,16,13,succeed
2729,20,13,13,8,16,15,succeed
2730,12,18,10,12,14,6,succeed
2731,8,10,8,16,19,5,fail
2732,18,13,12,11,16,10,succeed
2733,15,10,5,8,11,17,fail
2734,11,17,6,9,16,19,succeed
2735,17,12,17,16,5,14,fail
2736,15,9,17,12,8,7,succeed
2737,12,14,8,6,14,6,succeed
2738,12,11,10,8,10,14,succeed
2739,7,10,11,16,7,10,succeed
2740,8,16,9,13,15,9,succeed
2741,10,10,16,10,11,6,fail
2742,11,11,11,13,16,15,succeed
2743,12,12,12,7,11,7,fail
2744,17,7,13,11,13,12,succeed
2745,8,3,18,16,16,9,succeed
2746,11,12,15,14,13,14,fail
2747,12,3,17,19,13,8,succeed
2748,4,12,11,14,5,14,fail
2749,8,18,9,13,10,7,succeed
2750,9,13,7,17,14,17,succeed
2751,15,4,15,11,17,19,succeed
2752,7,6,13,12,8,20,succeed
2753,13,18,13,15,14,12,succeed
2754,17,16,13,3,18,12,succeed
2755,9,9,17,11,9,11,succeed
2756,14,13,15,10,9,12,succeed
2757,11,16,9,13,13,18,succeed
2758,12,6,16,11,9,11,fail
2759,13,14,16,16,14,7,succeed
2760,12,14,15,12,16,18,succeed
2761,12,11,12,17,14,8,fail
2762,3,14,10,16,10,14,fail
2763,8,15,11,10,10,17,succeed
2764,8,14,12,14,11,15,succeed
2765,9,17,15,10,20,12,succeed
2766,9,7,17,7,17,10,fail
2767,15,14,10,7,7,11,fail
2768,9,7,19,4,9,17,succeed
2769,18,7,9,16,9,17,succeed
2770,16,12,10,13,9,8,succeed
2771,19,3,15,8,18,10,fail
2772,13,11,12,16,7,14,succeed
2773,8,14,14,13,11,13,succeed
2774,10,4,17,18,16,9,succeed
2775,2,10,16,15,10,12,fail
2776,9,15,11,11,9,13,succeed
2777,9,11,9,7,20,9,fail
2778,14,10,18,15,8,4,succeed
2779,12,10,18,5,16,13,succeed
2780,12,15,13,11,15,6,fail
2781,11,18,4,13,8,10,succeed
2782,11,12,12,16,12,11,succeed
2783,13,8,19,10,14,9,succeed
2784,9,16,11,14,14,9,succeed
2785,6,9,11,13,11,14,succeed
2786,15,13,18,8,8,6,succeed
2787,9,17,14,10,14,10,succeed
2788,9,12,16,12,7,5,fail
2789,7,7,8,14,15,14,fail
2790,12,9,16,7,7,11,fail
2791,10,16,9,6,11,10,succeed
2792,3,11,13,18,10,12,fail
2793,10,18,10,9,10,10,succeed
2794,4,10,17,13,18,13,succeed
2795,9,15,8,17,14,11,succeed
2796,18,12,7,8,13,11,succeed
2797,12,9,15,13,14,12,succeed
2798,15,3,17,13,7,11,fail
2799,8,2,19,12,14,12,fail
2800,12,5,8,11,10,14,fail
2801,18,10,3,12,15,18,succeed
2802,5,9,17,16,4,9,fail
2803,17,16,12,5,10,8,succeed
2804,9,9,9,12,14,18,succeed
2805,12,16,12,11,14,14,succeed
2806,11,12,7,5,10,16,succeed
2807,12,13,7,10,12,15,succeed
2808,10,15,7,10,5,14,succeed
2809,13,11,17,19,12,12,succeed
2810,17,5,9,9,12,11,fail
2811,14,9,13,15,12,7,succeed
2812,17,10,16,17,19,10,succeed
2813,10,11,2,12,13,17,succeed
2814,10,3,12,10,10,15,succeed
2815,15,5,19,3,13,17,fail
2816,13,7,8,9,13,16,succeed
2817,18,6,6,13,11,7,succeed
2818,10,10,16,7,4,13,fail
2819,10,19,18,12,12,11,succeed
2820,6,13,15,15,16,15,succeed
2821,8,20,10,12,14,15,succeed
2822,5,12,9,9,20,8,fail
2823,9,16,10,5,18,8,fail
2824,10,11,15,15,9,9,fail
2825,9,15,10,5,12,9,fail
2826,15,17,11,17,10,7,succeed
2827,14,18,13,15,9,8,succeed
2828,16,14,10,15,5,8,succeed
2829,9,15,14,18,14,12,succeed
2830,15,16,13,13,14,6,succeed
2831,10,16,12,8,18,13,succeed
2832,17,13,6,13,8,10,succeed
2833,11,15,13,7,5,9,fail
2834,14,15,4,7,14,7,succeed
2835,15,10,16,4,5,15,fail
2836,10,19,7,4,14,12,succeed
2837,13,13,11,15,3,13,succeed
2838,20,10,14,13,13,9,succeed
2839,8,14,15,8,12,15,succeed
2840,13,14,11,11,5,17,succeed
2841,11,11,14,13,6,17,succeed
2842,13,11,13,11,10,13,fail
2843,9,11,5,10,11,18,succeed
2844,13,13,17,7,17,18,succeed
2845,9,14,8,16,13,10,succeed
2846,16,17,9,11,7,7,succeed
2847,16,3,7,17,14,15,succeed
2848,15,19,13,17,5,7,succeed
2849,9,8,14,17,15,12,fail
2850,10,11,12,6,14,7,succeed
2851,10,14,18,9,4,14,fail
2852,11,11,9,7,8,14,succeed
2853,12,18,9,14,8,3,succeed
2854,13,5,15,15,16,13,succeed
2855,16,14,8,12,10,9,succeed
2856,8,14,17,14,18,11,fail
2857,12,14,10,11,9,11,succeed
2858,7,16,12,16,18,8,succeed
2859,7,14,14,12,11,15,succeed
2860,11,15,14,12,12,13,succeed
2861,14,9,13,5,18,9,succeed
2862,12,14,12,18,16,9,succeed
2863,8,12,14,12,17,11,succeed
2864,11,16,7,5,12,15,succeed
2865,4,17,11,11,15,4,fail
2866,5,10,10,18,10,12,succeed
2867,14,8,14,11,15,13,succeed
2868,13,8,6,7,13,18,fail
2869,13,14,11,16,8,7,succeed
2870,7,17,4,8,15,12,succeed
2871,14,6,12,16,11,9,succeed
2872,15,11,6,17,18,7,succeed
2873,11,14,11,17,6,11,succeed
2874,9,5,16,7,7,16,fail
2875,17,17,16,8,10,11,succeed
2876,14,16,11,20,5,9,succeed
2877,15,13,5,11,18,12,succeed
2878,11,12,2,9,13,13,succeed
2879,5,13,17,13,12,10,fail
2880,10,9,9,16,9,13,succeed
2881,7,14,11,19,2,11,fail
2882,17,17,6,8,17,14,succeed
2883,10,11,10,14,16,7,succeed
2884,12,18,10,13,12,11,succeed
2885,11,10,9,10,12,15,succeed
2886,10,12,9,10,16,7,fail
2887,11,11,12,11,6,15,fail
2888,10,12,13,8,17,6,fail
2889,18,15,14,11,9,14,succeed
2890,16,11,18,16,13,3,fail
2891,13,9,17,17,5,11,fail
2892,10,13,19,15,18,14,fail
2893,9,9,7,15,17,12,succeed
2894,13,8,8,18,11,13,fail
2895,14,8,7,13,16,10,succeed
2896,11,16,6,10,12,11,succeed
2897,10,3,11,11,14,17,succeed
2898,12,16,18,10,9,7,fail
2899,14,17,8,13,8,8,succeed
2900,14,17,7,11,11,18,succeed
2901,11,16,16,16,9,19,succeed
2902,9,17,7,15,13,20,succeed
2903,6,10,14,16,11,12,succeed
2904,14,19,9,5,15,6,fail
2905,9,9,9,10,6,17,fail
2906,19,20,10,7,17,5,succeed
2907,12,5,7,13,11,14,succeed
2908,7,17,12,15,12,6,succeed
2909,8,16,14,8,5,9,succeed
2910,9,14,10,17,8,7,succeed
2911,6,7,13,11,16,10,fail
2912,13,14,13,4,13,15,fail
2913,11,20,8,11,8,17,succeed
2914,9,10,13,12,14,13,succeed
2915,13,14,6,10,10,12,succeed
2916,17,5,14,11,11,11,fail
2917,7,17,9,12,11,4,succeed
2918,9,10,14,14,18,7,succeed
2919,5,16,9,11,8,11,fail
2920,9,14,13,13,20,9,succeed
2921,12,17,15,18,16,4,fail
2922,10,11,10,11,6,12,fail
2923,8,11,12,14,16,14,succeed
2924,13,13,15,7,11,13,fail
2925,9,16,10,9,14,10,succeed
2926,15,11,15,15,9,20,succeed
2927,12,17,19,13,12,16,succeed
2928,12,8,9,5,16,10,fail
2929,3,12,15,14,10,8,fail
2930,17,11,18,8,8,12,succeed
2931,7,17,8,13,10,17,succeed
2932,9,11,7,6,19,10,succeed
2933,17,4,8,15,13,14,fail
2934,18,16,13,11,8,6,succeed
2935,17,10,4,12,5,13,succeed
2936,14,15,10,9,10,5,fail
2937,10,17,15,10,6,12,fail
2938,10,14,7,8,16,12,succeed
2939,10,15,10,14,12,7,succeed
2940,7,14,13,12,11,12,succeed
2941,18,13,12,12,7,8,fail
2942,12,9,7,8,13,13,succeed
2943,4,9,15,17,10,7,fail
2944,16,10,13,10,15,15,succeed
2945,15,9,17,11,11,15,fail
2946,8,17,6,15,9,11,succeed
2947,16,12,16,14,17,13,succeed
2948,17,9,5,8,11,20,succeed
2949,12,11,10,5,15,16,fail
2950,10,9,10,13,19,12,succeed
2951,10,12,11,5,15,13,succeed
2952,18,13,7,11,6,11,succeed
2953,7,11,17,7,8,13,fail
2954,14,14,10,14,12,2,fail
2955,11,12,16,11,9,15,succeed
2956,16,14,5,11,11,17,succeed
2957,9,7,12,15,10,7,fail
2958,5,18,19,6,13,3,succeed
2959,10,12,8,8,11,11,succeed
2960,10,9,18,5,5,19,fail
2961,16,10,11,19,5,7,fail
2962,9,7,8,16,10,20,succeed
2963,12,3,10,13,12,12,fail
2964,4,16,15,5,16,17,fail
2965,8,11,8,17,11,18,succeed
2966,11,13,2,10,13,11,succeed
2967,16,16,13,9,18,11,succeed
2968,12,13,12,10,11,18,succeed
2969,12,5,6,18,18,9,fail
2970,10,19,5,15,4,17,fail
2971,5,14,10,12,14,9,succeed
2972,11,8,9,9,7,19,succeed
2973,13,10,13,13,13,13,succeed
2974,8,18,12,12,13,14,succeed
2975,3,13,12,13,11,13,fail
2976,12,17,13,10,7,17,succeed
2977,10,13,14,17,8,20,succeed
2978,5,12,12,11,13,13,fail
2979,15,15,12,20,19,3,succeed
2980,10,16,17,11,13,16,succeed
2981,6,12,14,9,17,2,fail
2982,11,19,7,6,10,14,succeed
2983,15,12,10,10,12,10,succeed
2984,10,17,6,7,11,9,fail
2985,9,14,19,18,13,16,succeed
2986,15,13,10,4,6,15,succeed
2987,17,4,19,6,5,12,succeed
2988,14,12,8,13,7,13,succeed
2989,13,10,11,13,13,10,fail
2990,7,11,9,9,6,19,succeed
2991,5,9,14,15,6,11,succeed
2992,12,8,14,11,15,11,succeed
2993,11,9,17,8,6,18,succeed
2994,17,11,10,10,12,15,succeed
2995,19,16,3,9,15,18,succeed
2996,10,14,18,4,12,11,fail
2997,14,15,14,8,12,9,succeed
2998,2,12,13,15,14,18,fail
2999,14,15,11,3,10,10,succeed
3000,7,10,12,10,5,17,succeed
3001,15,17,4,17,11,11,succeed
3002,17,12,11,14,18,12,succeed
3003,12,13,9,17,19,5,succeed
3004,7,19,9,12,6,14,succeed
3005,6,18,8,11,10,14,succeed
3006,16,17,5,9,10,10,fail
3007,14,12,7,9,16,17,succeed
3008,20,13,12,9,10,5,succeed
3009,6,12,3,15,9,15,succeed
3010,12,2,20,11,8,11,succeed
3011,14,6,15,8,14,6,fail
3012,19,11,12,5,3,16,fail
3013,15,6,14,7,13,12,fail
3014,10,15,14,14,2,12,succeed
3015,8,14,4,9,17,10,succeed
3016,15,11,9,18,3,10,fail
3017,12,9,16,10,15,17,succeed
3018,4,17,15,14,3,8,fail
3019,12,18,16,12,5,7,fail
3020,7,18,7,13,11,9,succeed
3021,14,9,14,8,17,11,fail
3022,10,6,12,10,13,16,succeed
3023,17,8,6,13,13,8,succeed
3024,11,9,13,11,15,15,succeed
3025,13,8,13,20,7,17,succeed
3026,9,8,19,13,20,5,succeed
3027,8,18,10,8,6,19,succeed
3028,5,19,6,13,13,11,succeed
3029,19,9,13,17,8,15,succeed
3030,11,14,10,11,11,11,fail
3031,20,10,17,5,8,18,succeed
3032,14,8,9,12,14,7,succeed
3033,8,15,13,15,4,6,fail
3034,5,14,19,14,13,16,fail
3035,20,3,14,10,12,4,fail
3036,7,15,13,10,16,4,fail
3037,15,10,12,17,15,13,succeed
3038,10,9,8,9,8,18,succeed
3039,3,6,16,8,11,18,fail
3040,10,15,11,6,14,14,succeed
3041,11,9,13,17,9,16,succeed
3042,5,10,16,9,6,15,fail
3043,14,7,13,12,5,18,fail
3044,6,9,14,10,12,12,fail
3045,11,11,17,17,16,14,succeed
3046,9,15,10,14,14,7,succeed
3047,13,18,10,17,8,17,succeed
3048,12,15,11,15,16,18,succeed
3049,12,5,13,8,10,18,fail
3050,4,18,15,17,11,12,fail
3051,11,11,16,19,11,14,succeed
3052,9,6,6,4,17,18,fail
3053,9,18,6,15,18,10,succeed
3054,11,8,19,9,8,9,fail
3055,14,8,9,10,20,20,fail
3056,3,18,14,18,14,5,fail
3057,11,6,19,15,13,12,succeed
3058,13,10,3,15,8,18,succeed
3059,18,13,4,6,10,11,fail
3060,5,14,10,15,10,15,fail
3061,13,12,10,16,4,9,succeed
3062,9,12,15,8,11,14,succeed
3063,15,8,10,7,12,8,succeed
3064,12,9,7,10,10,13,succeed
3065,12,17,4,8,14,7,succeed
3066,11,7,18,7,10,14,fail
3067,12,12,12,4,9,14,fail
3068,15,8,5,13,12,11,succeed
3069,18,8,9,9,16,8,succeed
3070,6,14,12,11,15,15,succeed
3071,10,13,5,9,14,14,succeed
3072,7,12,13,14,12,9,succeed
3073,15,14,9,17,7,11,succeed
3074,16,5,7,14,14,15,fail
3075,11,10,14,12,10,11,fail
3076,18,14,14,12,11,15,succeed
3077,9,12,14,9,8,16,succeed
3078,11,16,8,13,9,12,succeed
3079,15,9,10,12,8,10,fail
3080,18,8,9,12,17,10,succeed
3081,13,16,8,18,13,13,succeed
3082,15,16,4,15,16,7,succeed
3083,10,10,14,4,14,11,fail
3084,11,9,3,9,14,15,succeed
3085,13,6,13,14,13,9,fail
3086,15,16,13,9,5,6,fail
3087,4,15,11,17,9,19,succeed
3088,7,6,7,9,12,19,fail
3089,14,14,7,10,11,17,succeed
3090,15,14,11,16,5,10,fail
3091,17,14,7,7,17,14,succeed
3092,18,3,14,8,10,16,fail
3093,11,14,11,12,12,6,fail
3094,11,17,8,12,10,11,fail
3095,9,19,7,17,15,7,succeed
3096,12,19,2,8,7,18,succeed
3097,10,16,16,3,10,12,succeed
3098,16,12,9,15,9,6,succeed
3099,17,13,11,7,19,15,succeed
3100,12,9,3,11,12,14,succeed
3101,15,9,11,19,12,11,succeed
3102,17,6,10,14,16,10,fail
3103,18,13,9,13,18,9,succeed
3104,15,9,8,14,15,12,succeed
3105,10,18,7,12,13,19,succeed
3106,8,13,7,13,17,10,succeed
3107,13,8,13,11,9,17,succeed
3108,9,6,19,10,16,4,fail
3109,16,16,6,14,14,13,fail
3110,10,16,13,17,9,9,fail
3111,11,15,12,14,8,14,succeed
3112,14,11,13,12,10,12,succeed
3113,18,16,9,12,5,15,fail
3114,5,14,18,8,16,3,succeed
3115,16,6,16,12,13,5,succeed
3116,10,10,19,11,11,4,succeed
3117,11,6,20,7,13,14,fail
3118,16,17,8,14,2,10,succeed
3119,5,8,18,19,10,11,fail
3120,8,13,8,7,7,19,fail
3121,13,11,19,6,4,12,fail
3122,9,13,13,14,15,8,succeed
3123,15,11,11,8,5,15,fail
3124,8,9,11,11,14,9,fail
3125,17,3,5,10,20,13,succeed
3126,10,15,10,15,16,8,succeed
3127,16,10,15,9,13,7,fail
3128,15,14,19,12,11,7,succeed
3129,9,20,7,10,13,16,succeed
3130,11,14,8,14,3,10,succeed
3131,9,11,12,8,8,14,succeed
3132,9,9,14,7,14,7,fail
3133,16,16,8,11,9,8,succeed
3134,7,12,14,13,2,17,succeed
3135,15,13,17,13,6,7,succeed
3136,4,12,11,6,11,18,fail
3137,10,16,8,3,12,16,succeed
3138,6,16,13,12,6,11,succeed
3139,8,10,10,6,8,19,fail
3140,6,13,17,14,8,14,fail
3141,7,14,16,8,13,11,fail
3142,17,8,5,4,12,20,succeed
3143,14,14,10,11,8,16,succeed
3144,16,16,13,6,12,9,succeed
3145,7,14,10,17,12,6,fail
3146,16,11,17,16,10,10,succeed
3147,13,14,12,10,8,10,succeed
3148,12,11,14,10,16,11,fail
3149,3,12,16,5,11,16,succeed
3150,10,15,8,7,9,15,succeed
3151,16,7,8,10,18,12,succeed
3152,14,12,4,12,12,18,succeed
3153,10,4,18,9,11,9,fail
3154,10,5,15,8,13,10,fail
3155,11,15,12,16,8,6,fail
3156,16,11,17,11,7,6,succeed
3157,13,14,16,14,12,11,succeed
3158,6,13,14,14,14,19,succeed
3159,9,13,13,10,5,14,fail
3160,12,16,12,12,11,8,fail
3161,10,16,7,4,17,8,succeed
3162,12,7,16,17,4,11,fail
3163,6,15,14,10,14,15,succeed
3164,13,12,18,10,15,11,succeed
3165,9,9,11,10,10,19,succeed
3166,17,7,19,7,11,14,fail
3167,7,6,12,9,14,16,succeed
3168,11,16,12,11,2,9,succeed
3169,11,5,11,12,11,14,succeed
3170,13,15,9,3,16,6,succeed
3171,14,7,10,11,9,14,fail
3172,8,17,11,15,14,13,fail
3173,15,18,7,6,9,11,fail
3174,12,10,11,12,12,5,fail
3175,17,10,6,10,9,17,succeed
3176,13,8,11,15,17,16,succeed
3177,10,17,10,6,14,6,fail
3178,8,11,17,12,17,15,succeed
3179,13,15,15,14,14,14,succeed
3180,15,13,9,9,18,14,succeed
3181,16,12,9,4,9,15,fail
3182,8,16,15,19,18,10,succeed
3183,13,8,15,15,5,7,succeed
3184,12,19,17,14,7,13,succeed
3185,17,14,6,10,18,7,succeed
3186,11,12,15,18,14,5,fail
3187,12,19,12,14,9,10,succeed
3188,10,15,11,15,12,10,succeed
3189,18,14,20,3,8,11,succeed
3190,13,13,3,5,19,10,succeed
